time_s,trial_001_uv,trial_002_uv,trial_003_uv,trial_004_uv,trial_005_uv,trial_006_uv,trial_007_uv,trial_008_uv,trial_009_uv,trial_010_uv,trial_011_uv,trial_012_uv,trial_013_uv,trial_014_uv,trial_015_uv,trial_016_uv,trial_017_uv,trial_018_uv,average_uv,sem_uv
-0.20000000000000018,3.5906351128675853,-0.609396044780578,0.23376194905835546,-0.7949721883210221,-0.25202558665477737,-1.4931390240179452,0.18524158014247039,0.24778933838978365,0.35457350937312704,-0.22455683207972119,-2.2446877826210168,1.732487515233577,-0.44595921207041866,0.7147820424208376,-0.016588917232183475,0.1516266201339771,-1.4882795762389995,-2.5320620910641036,-0.1605983104145029,0.3306299667760317
-0.19800000000000018,3.198385090686827,-0.5161467406894042,0.14081830388044503,-0.26285937889237904,-0.2829675003963099,-1.5626173088630784,0.11933325000374562,1.1962832470340035,-0.008791963479183651,-0.05016080901135081,-2.605601827173211,1.5582556392393818,-0.008981205606722331,0.7044934605378705,-0.1563429693923526,0.18407221828329579,-1.4251575312137073,-1.8096665493079427,-0.08820292079778176,0.3104537093473243
-0.19600000000000017,2.5531689708152445,-0.27440717060137765,0.07366716159219644,0.21957225630927907,-0.37584694924587314,-1.4927705867639416,0.13089365352860483,2.0689961007692736,-0.42212007507934124,-0.010917587953172658,-2.8883589069160447,1.3528441972100405,0.41118733559077913,0.6349563349122107,-0.19390587708423923,0.21750296187281382,-1.3272994354226992,-0.9298569634289464,-0.014038587771955177,0.29674808268044056
-0.19400000000000017,1.685064901012636,0.09450154869956195,0.03663583766828182,0.5973643646102447,-0.519612432687572,-1.2829932065751963,0.2133930772106165,2.790183064791569,-0.8478358843935303,-0.09069296439533861,-3.091046057863478,1.136961847068253,0.7786861114568916,0.5086758143264863,-0.11201265403081118,0.22766807991944943,-1.2104505827844712,0.011411902807613394,0.051439042602289216,0.29635455228263363
-0.19200000000000017,0.6441475853316123,0.5519345732085366,0.027050950877319346,0.819003526535778,-0.6964326902686273,-0.9535646333978921,0.35192582247586945,3.299476483772589,-1.2440906648235044,-0.26233421996433415,-3.2034781279465276,0.9269414151389751,1.0627241832708778,0.3299572146297103,0.08187908029068336,0.19569365163108127,-1.0837413226506722,0.9113011940648157,0.09768855678757166,0.3112817450338978
-0.19000000000000017,-0.5021149570377423,1.0495298651690792,0.03687378620859916,0.8433412233045465,-0.8859450278853296,-0.5411500865454376,0.5259694101458751,3.5582954652112018,-1.5712681632357728,-0.4941474644953999,-3.2101612263719987,0.7320096075161352,1.2433082757738911,0.10721278533093204,0.35689493293268476,0.1123639578739179,-0.9495066452567953,1.6736036639600724,0.11583941125546998,0.3372049249031283
-0.18800000000000017,-1.6745425940375431,1.5365801871802955,0.056034936591672024,0.6472349302951639,-1.069415587915821,-0.09232018024756355,0.7117675306030609,3.5524824689381176,-1.798251291834672,-0.7551802035374814,-3.0950969592696858,0.5535099017877947,1.3149683387011293,-0.14531678843424056,0.6650935608937105,-0.019848469813733338,-0.8053388517696867,2.2210963795413723,0.10019207264843828,0.3667125416365364
-0.18600000000000017,-2.7902508496580296,1.965389406989723,0.07586958547114198,0.23194515260585108,-1.2325481617088545,0.3437779086823102,0.8842096515085168,3.2910522957304376,-1.90737865529263,-1.0183519210350178,-2.847205228171222,0.38610093258104056,1.2876163286073634,-0.4073097813141484,0.9512478403243044,-0.18710593125140307,-0.6475426098065207,2.5046263277861005,0.04911901622494241,0.39316704756599796
-0.18400000000000016,-3.7714513957288416,2.2942443457389254,0.09123252355110811,-0.3736616230980208,-1.366353761557083,0.7223543260327622,1.01861047442207,2.8021263677244823,-1.897094014629754,-1.2613032368906245,-2.465003240632175,0.22034121966787423,1.184381231127455,-0.6538859595679933,1.1636589142935616,-0.3664255258053932,-0.4744863527967098,2.507452691077193,-0.03473683428173128,0.4123803922115661
-0.18200000000000016,-4.5533403076128245,2.488739241670127,0.10060313276568122,-1.1144535332965724,-1.4662555922874632,1.008234845577447,1.0929963027685172,2.127779530848063,-1.7817457099625496,-1.4655413135706559,-1.9593871950807429,0.045788830956807525,1.0369955628785794,-0.8585936399679388,1.263607277737443,-0.5289888639145196,-0.288341616954924,2.244450830909441,-0.1448584564742269,0.42265568926817737
-0.18000000000000016,-5.089772002129112,2.52261770046786,0.10440098309330703,-1.9152185760062637,-1.5300765609259066,1.1785926127516364,1.091179490729905,1.3192942931165794,-1.5887606535342869,-1.6149353828335384,-1.353903614096362,-0.14605892799510012,0.8798957257293847,-0.9972089951951675,1.2316811866409316,-0.6438521191530583,-0.09464262616971619,1.7569250794769147,-0.2716579103351107,0.42420219494255573
