time_s,eyes_open_uv,eyes_closed_uv
0.0,1.2031322931759232,-7.0330349484255015
0.006249999999999645,1.6869006908427897,-3.4328970325394987
0.01249999999999929,3.31906078320577,-2.252186748785806
0.018749999999998934,6.443107273210316,-2.7201331404332922
0.02499999999999858,11.176349205990494,-3.8616135455943637
0.031249999999998224,16.471266480760683,-7.393005329057912
0.03749999999999787,17.97496307844635,-13.761567383534569
0.04374999999999751,11.117769163633131,-19.197816106262383
0.04999999999999716,-1.2988848073418024,-21.67379928119406
0.0562499999999968,-9.40000500216729,-25.45676030816383
0.06249999999999645,-7.512206727560817,-33.652456275500036
0.06874999999999609,-0.6327045136727416,-40.40710236227736
0.07499999999999574,3.2802609223381434,-38.14479761285271
0.08124999999999538,3.0038860751410335,-29.378207673180025
0.08749999999999503,2.805355632776017,-22.53495315081757
0.09374999999999467,4.368013205705527,-18.705780833168014
0.09999999999999432,4.547775733290833,-12.607761472598428
0.10624999999999396,2.0946226415344253,-4.073949865097563
0.1124999999999936,1.474199109435209,2.323334843936033
0.11874999999999325,5.563447526103901,5.829061891832085
0.1249999999999929,9.40407572366174,7.654733940426614
0.13124999999999254,7.82797717885094,5.764369020852385
0.13749999999999218,4.460439554276505,-0.4704761698625415
0.14374999999999183,4.87889688979503,-7.185754362810368
0.14999999999999147,6.15281747861081,-12.609584053029222
0.15624999999999112,2.8160442023685546,-18.942802858513186
0.16249999999999076,-2.320399464410482,-25.506101731542646
0.1687499999999904,-2.8133114906318455,-28.552328263199865
0.17499999999999005,0.9561501154262939,-28.051025973416632
0.1812499999999897,3.5188833179699377,-26.33003958553914
0.18749999999998934,3.002961171604803,-22.312142931993087
0.193749999999989,2.595924591071858,-14.287109329054385
0.19999999999998863,4.119631553354684,-4.225364195566872
0.20624999999998828,4.882911584433671,4.50660569619853
0.21249999999998792,3.585544185383091,9.447579872853654
0.21874999999998757,3.874727171519797,9.970535895524979
0.2249999999999872,7.0588070455560485,8.566275611489644
0.23124999999998685,8.634372645058527,7.347065455890462
0.2374999999999865,6.738393113662647,3.8112632078061175
0.24374999999998614,4.473517888725877,-4.654315458151766
0.2499999999999858,1.894014268361901,-14.36301376970052
0.25624999999998543,-2.924808291284808,-19.303489837469336
0.2624999999999851,-6.170853737924705,-19.893189906664894
0.2687499999999847,-3.6057501869805004,-21.667585323597613
0.27499999999998437,-0.02514070392142287,-25.853678533875993
0.281249999999984,-2.241510975831794,-27.763572346195033
0.28749999999998366,-7.129971716034093,-24.322130037408414
0.2937499999999833,-6.589949180776891,-16.916370595220684
0.29999999999998295,-0.2730952652762304,-7.582117994285877
0.3062499999999826,4.858929834735779,2.3530263773643085
0.31249999999998224,4.71897352795019,10.953540503640665
0.3187499999999819,1.7349519973747975,15.951565464944894
0.3249999999999815,-0.26563793418792203,15.356278626173438
0.33124999999998117,-0.4832779428994267,8.55409051476532
0.3374999999999808,-0.05325306319640277,-1.4886032538710303
0.34374999999998046,0.32327097514761194,-10.108239157651376
0.3499999999999801,-0.08043634641889996,-16.326305236133933
0.35624999999997975,-2.374149084280308,-22.159078600439422
0.3624999999999794,-6.107244042712836,-26.936314059357766
0.36874999999997904,-9.050610972291132,-27.767210064953304
0.3749999999999787,-10.145239032695054,-24.582770689166697
0.38124999999997833,-10.692027517055777,-19.792363740729698
0.387499999999978,-11.199543118525218,-14.66806741287755
0.3937499999999776,-9.03436123009997,-9.278325374268569
0.39999999999997726,-2.1832759757220668,-3.4643018500949108
0.4062499999999769,5.782054324744362,3.223271900898226
0.41249999999997655,8.390283685250296,9.377695655573897
0.4187499999999762,4.278864022342221,11.053161316926252
0.42499999999997584,-0.6437369044186342,7.182637887283562
0.4312499999999755,-0.7986090902575635,2.0454258258927904
0.43749999999997513,1.917727482510333,-1.192335689110834
0.4437499999999748,2.2953256573653107,-4.156242528214161
0.4499999999999744,-0.03132015601668492,-8.70494718796139
0.45624999999997407,-2.4977303620632565,-14.458847601787818
0.4624999999999737,-5.2041887925944375,-20.30649290446929
0.46874999999997335,-7.794326562678712,-23.88848210029016
0.474999999999973,-6.918903741749751,-22.6800716848939
0.48124999999997264,-2.6500151573518558,-17.904784953342546
0.4874999999999723,-0.44707088268431205,-12.93290295913231
0.49374999999997193,-3.0408540095016203,-7.664864344414541
0.4999999999999716,-6.281710144629318,0.818001829567713
0.5062499999999712,-4.857098469420213,11.813061686664877
0.5124999999999709,1.1854673488233534,19.04592579736254
0.5187499999999705,6.46235514456945,18.473582124652353
0.5249999999999702,6.336808023546948,15.55467788230569
0.5312499999999698,2.666114702446639,17.25671492514154
0.5374999999999694,1.5846270647507268,19.118525609497937
0.5437499999999691,4.831322114188773,11.555197676258178
0.5499999999999687,7.046634986721128,-3.43809577496814
0.5562499999999684,4.202222936403638,-14.578058440854376
0.562499999999968,-0.395466551814024,-17.52962786512805
0.5687499999999677,-2.6575397593984746,-16.966100129300962
0.5749999999999673,-4.19038607576832,-15.194488174466024
0.581249999999967,-6.673316411749135,-9.649493281698128
0.5874999999999666,-5.928183753530922,-0.788532294940449
0.5937499999999662,1.559802438879339,6.543119467515137
0.5999999999999659,10.821056733325694,10.186663981255343
0.6062499999999655,13.69583231884262,12.345165289371433
0.6124999999999652,9.50944113100643,14.677859065586503
0.6187499999999648,5.563442429163871,17.182179852342607
0.6249999999999645,7.136604531479139,19.384275837507346
0.6312499999999641,10.451848795491676,19.085215140484124
0.6374999999999638,8.798782905178005,14.491615651836423
0.6437499999999634,3.214695692865686,8.330119625413158
0.649999999999963,0.2643266194612932,4.509423811975456
0.6562499999999627,1.0776985092918423,2.3751483091737198
0.6624999999999623,1.4688401472123704,-1.3113776324269772
0.668749999999962,0.4992050841932877,-7.156756347782403
0.6749999999999616,0.07609844564506052,-12.215411036599395
0.6812499999999613,-0.17717383472375947,-12.477904482193608
0.6874999999999609,-0.9885719918911474,-6.551716849837014
0.6937499999999606,-1.228473317349919,2.0212609729532804
0.6999999999999602,-0.7107095824958297,8.473344976157888
0.7062499999999599,-0.5233740969315847,12.97320571979445
0.7124999999999595,-0.4592750817586888,18.2805688745357
0.7187499999999591,0.6639125358891603,22.100220622165086
0.7249999999999588,2.57874906365238,19.682538932859007
0.7312499999999584,3.1356855071480902,13.048920994868446
0.7374999999999581,1.4925110795476453,7.988578503683798
