time_s,eeg_uv
0.0,-0.3703574676999759
0.00625,8.729473651352196
0.0125,17.685616742010655
0.01875,12.075459176436421
0.025,21.56092339700505
0.03125,26.600559333890857
0.0375,6.701172349474682
0.04375,0.1371078929484204
0.05,8.131619855480931
0.05625,-9.424468070896516
0.0625,-5.308113881083184
0.06875,-10.020276467078862
0.075,-18.402513194584035
0.08125,-9.702934076662375
0.0875,-9.632645916940266
0.09375,-0.6709180319565432
0.1,8.448580687721188
0.10625,12.267975353112826
0.1125,11.915733324551265
0.11875,11.29835431786454
0.125,18.284093495359954
0.13125,32.37030760720603
0.1375,7.302800950119835
0.14375,6.995097141425387
0.15,-6.13091399436183
0.15625,-9.054027468247138
0.1625,-14.486724276924454
0.16875,-16.34533293549677
0.175,-6.713136112010348
0.18125,-18.382929118246924
0.1875,0.48253674812588354
0.19375,-0.8873362946103418
0.2,-9.016900998231323
0.20625,13.381634836996493
0.2125,7.8070436380249895
0.21875,20.267015926368625
0.225,17.15155037207513
0.23125,17.469577580502804
0.2375,8.712965921799295
0.24375,8.293718785346538
0.25,-13.128701455231106
0.25625,-14.760920598654252
0.2625,-10.448265199623192
0.26875,-14.620153102920161
0.275,-21.47480660911656
0.28125,-8.808554292462162
0.2875,-14.244809949566779
0.29375,0.04488016199553435
0.3,7.989387865646819
0.30625,3.134803710804639
0.3125,6.906015414816033
0.31875,13.805127139701305
0.325,15.008992302240364
0.33125,8.473208380077427
0.3375,0.9189463695579096
0.34375,-3.7512301252576905
0.35,-9.331273194517259
0.35625,-13.453367796793488
0.3625,-11.044659942031137
0.36875,-16.847198041134085
0.375,-24.07483909743148
0.38125,-20.639440042971046
0.3875,-17.802281725964605
0.39375,-4.935456861756746
0.4,-7.80890360721383
0.40625,11.500848174101883
0.4125,14.430623912102126
0.41875,15.147516054529003
0.425,10.785601880050221
0.43125,18.926220861995194
0.4375,24.76729578592118
0.44375,0.0733732738042343
0.45,-17.39599867026309
0.45625,-5.709039263274758
0.4625,-16.334794861401758
0.46875,-19.896111584614108
0.475,-14.911773676600411
0.48125,-13.764720059146116
0.4875,-19.234287109181444
0.49375,-6.208557089273201
0.5,2.398875967210803
0.50625,11.71331035440759
0.5125,9.840600577023459
0.51875,15.967069135468394
0.525,17.188604986420476
0.53125,9.670013864879774
0.5375,5.3956181194214965
0.54375,1.9612061885871137
0.55,-4.937294718101357
0.55625,-10.605157179985655
0.5625,-1.563637263376739
0.56875,-13.916406526551622
0.575,-9.385454058971952
0.58125,-7.238765076160837
0.5875,5.834204756862075
0.59375,-4.982722689775786
0.6,10.222879208083606
0.60625,8.7321968716718
0.6125,17.495395866946563
0.61875,16.294563985822236
0.625,22.36073580681937
0.63125,23.91339417993091
0.6375,17.174445002433245
0.64375,4.044133119624799
0.65,-6.579765137356549
0.65625,-14.341079120505437
0.6625,-19.3174639904118
0.66875,-15.040699645216089
0.675,-13.854112578154393
0.68125,-13.983854666334441
0.6875,-2.0685382329635518
0.69375,1.8400820266589348
0.7,1.8275667487202694
0.70625,7.926601572738645
0.7125,14.403367689263973
0.71875,15.224429429035144
0.725,24.338583547437384
0.73125,20.056868123467957
0.7375,11.453932912633531
0.74375,1.444368811227231
0.75,-9.157463098266836
0.75625,-10.599801456290644
0.7625,-14.684682497929982
0.76875,-15.82129194559425
0.775,-25.389122772840846
0.78125,-4.4007712426046695
0.7875,-6.959251001275053
0.79375,-1.3837987678417778
0.8,-2.4152421841566056
0.80625,7.470286819146203
0.8125,3.3234337160309444
0.81875,8.524736311816373
0.825,21.330578440529145
0.83125,20.347888247685454
0.8375,8.50594580669703
0.84375,2.9151073790073134
0.85,-6.9434260027136325
0.85625,-25.550065703309908
0.8625,-12.718976882991264
0.86875,-21.22631461029431
0.875,-17.208785000925722
0.88125,-12.903050318053081
0.8875,-6.017943387984886
0.89375,-11.355252002001741
0.9,7.223025323934802
0.90625,10.593503513636549
0.9125,13.127082511421017
0.91875,19.1598266790358
0.925,20.367755702618688
0.93125,8.43803601950914
0.9375,13.14405064593645
0.94375,1.0767787511706919
0.95,-12.836793662612877
0.95625,-8.989070048275117
0.9625,-22.260962598339365
0.96875,-13.107825676881404
0.975,-14.545033538112083
0.98125,-20.650120634140535
0.9875,-11.467585924491033
0.99375,4.600716571468778
1.0,0.5314226445067209
1.00625,13.829646913560744
1.0125,22.36461634399033
1.01875,15.97142247774865
1.025,21.841067846458962
1.03125,13.521692591724042
1.0375,5.357884920827271
1.04375,-3.423919294740121
1.05,-3.462620191680177
1.05625,-1.039441276754272
1.0625,-14.733247407803601
1.06875,-19.070058061052066
1.075,-20.736276587152812
1.08125,-20.763589312285944
1.0875,-9.440325949751589
1.09375,3.3833453611813393
1.1,5.3268802393145345
1.10625,12.888237133098096
1.1125,19.561391230928642
1.11875,20.09920631700432
1.125,35.88651442489157
1.13125,23.22287985223644
1.1375,13.864800714388176
1.14375,10.072163596912807
1.15,7.847368348689308
1.15625,-5.567297696333624
1.1625,-5.194528981186413
1.16875,-7.852594018294918
1.175,-25.619490286741915
1.18125,-2.80330630732168
1.1875,-8.000681402815731
1.19375,-2.979292500949449
1.2,3.3236068137882975
1.20625,6.171309402225026
1.2125,18.979427375850463
1.21875,11.379988181952017
1.225,14.87358031031555
1.23125,15.601367175282473
1.2375,7.489785941314807
1.24375,11.384482449857199
1.25,-4.475809498520077
1.25625,-13.708062546604612
1.2625,-11.172527182690663
1.26875,-19.885233291601633
1.275,-23.935046434273044
1.28125,-21.046428650745565
1.2875,-15.901078509956385
1.29375,-1.8376545302613985
1.3,4.250617155168488
1.30625,21.908100646036978
1.3125,10.96892223650545
1.31875,15.68996706646485
1.325,15.289294294908135
1.33125,11.487041977711945
1.3375,-0.4960153476228921
1.34375,-1.5599698138316977
1.35,-4.642593972990804
1.35625,-21.990690460013653
1.3625,-20.755871938056927
1.36875,-23.3966766177854
1.375,-26.993057489484304
1.38125,-12.891521102939738
1.3875,-12.74800090379082
1.39375,-12.16755044150413
1.4,7.2431446788998635
1.40625,8.679192117023012
1.4125,23.36845974790261
1.41875,27.918354105036702
1.425,11.014917602487547
1.43125,16.94400124167056
1.4375,2.266693771595377
1.44375,6.036589760402755
1.45,5.847752884780776
1.45625,-8.639880560909202
1.4625,-21.561850152171203
1.46875,-17.137972795399666
1.475,-14.493255457423796
1.48125,-8.085904012204528
1.4875,-18.75434921416121
1.49375,3.1793424624754927
1.5,1.1209953057849624
1.50625,10.188494515236878
1.5125,5.821618815718498
1.51875,11.222737135802841
1.525,12.800242306798737
1.53125,14.996506539494959
1.5375,13.598688879106831
1.54375,16.36002975863233
