time_s,eeg_uv
0.0,-13.264225598128826
0.00625,2.2777222077518755
0.0125,9.875022822515263
0.01875,13.651384266235777
0.025,8.88618502195733
0.03125,-2.727855088995753
0.0375,1.443159584372847
0.04375,2.42205615070865
0.05,-0.24421810468502803
0.05625,-1.360562318206913
0.0625,-7.351463915856758
0.06875,-6.819178501076612
0.075,-13.172224000031736
0.08125,4.979416859956759
0.0875,-1.9235406554326053
0.09375,5.491549514293852
0.1,5.872750730324578
0.10625,4.778206902000362
0.1125,4.028269315370641
0.11875,9.090009632070277
0.125,5.534351153967595
0.13125,4.995698999868537
0.1375,5.929453370069347
0.14375,8.381560865605097
0.15,4.980932506412685
0.15625,-0.9049823415900918
0.1625,0.8379302844186087
0.16875,-3.3443524647662466
0.175,-12.553604643600305
0.18125,-4.141799514709698
0.1875,-12.439522718922252
0.19375,9.197269147733113
0.2,9.209487708195464
0.20625,12.578946657846167
0.2125,-0.22273428975699883
0.21875,7.670373923809338
0.225,9.91435077703154
0.23125,-5.06478162497266
0.2375,1.8790445629691919
0.24375,3.106219790729136
0.25,-3.058974162714517
0.25625,-5.465933197831097
0.2625,-5.410909218949504
0.26875,-11.124518199151627
0.275,-13.289101586476402
0.28125,-4.3223433158030895
0.2875,-3.9269430925398767
0.29375,-9.75075214473799
0.3,-5.419113941731752
0.30625,-1.3372289811651483
0.3125,-6.974645660105912
0.31875,10.40692148232829
0.325,5.819721404968307
0.33125,6.4092800417984845
0.3375,-5.470239679141116
0.34375,4.3419235886406256
0.35,-6.814505545553989
0.35625,-13.830731410913959
0.3625,-1.6225558541849097
0.36875,-15.920020476547267
0.375,-10.256904432391085
0.38125,-5.018075585189399
0.3875,-3.077085651998678
0.39375,6.037273839952053
0.4,4.062020463734916
0.40625,-9.978009210743888
0.4125,-3.6528634292847455
0.41875,-1.5000570440905285
0.425,3.189811777797694
0.43125,-0.7426774668214136
0.4375,0.06955248062313835
0.44375,-12.706845968257785
0.45,3.6919439191091645
0.45625,-7.277244770740488
0.4625,-12.00724572548525
0.46875,-8.484256616330704
0.475,-5.186131964010572
0.48125,-6.403870550637447
0.4875,-11.612779312782408
