time_s,signal_uv,event
0.0,0.7820391434555478,0
0.002,-4.756732731778832,0
0.004,9.64724371598281,0
0.006,-4.686792466850714,0
0.008,6.75160852740671,0
0.01,-4.278392265969034,0
0.012,1.8015007867905353,0
0.014,6.678451890280006,0
0.016,3.6863560846218277,0
0.018,8.038866361181837,0
0.02,-0.1571341336828153,0
0.022,-0.46821917198802654,0
0.024,4.857122992029815,0
0.026,-4.68112313614953,0
0.028,1.9188404003360344,0
0.03,-0.5473604755385121,0
0.032,-1.1179864492383158,0
0.034,3.960285054618674,0
0.036,-2.2625746827333946,0
0.038,2.6979317444466537,0
0.04,8.707270789473622,0
0.042,9.611175587614241,0
0.044,7.8517619152817755,0
0.046,-0.6775492577948736,0
0.048,11.822530769868006,0
0.05,1.0540652764619138,0
0.052,0.47062034905130273,0
0.054,-2.3214952581822352,0
0.056,-5.648742343210539,0
0.058,7.835173242802938,0
0.06,-13.934292320785808,0
0.062,4.984152766691056,0
0.064,0.3585959859148574,0
0.066,0.6779456468479379,0
0.068,0.6004254581423798,0
0.07,1.9986133072889458,0
0.072,2.655255569303916,0
0.074,2.9985069036782592,0
0.076,4.997066261810828,0
0.078,4.066251128086977,0
0.08,-0.98920447766662,0
0.082,4.751466890588883,0
0.084,-5.075036706019506,0
0.086,2.967800430388667,0
0.088,-5.5267632539836145,0
0.09,6.691054317761809,0
0.092,0.9859472518115315,0
0.094,-2.709851705183999,0
0.096,-5.064125144052517,0
0.098,7.675064377378339,0
0.1,-2.23676126779299,0
0.102,7.318312233508814,0
0.104,-5.424054826115974,0
0.106,-1.4713576391056769,0
0.108,6.073141641889722,0
0.11,-8.257102273273496,0
0.112,-9.573870395440963,0
0.114,-4.783312775594055,0
0.116,-8.34963192328719,0
0.118,5.676499572835455,0
0.12,6.0625539955711885,0
0.122,3.0141672029460627,0
0.124,9.805144532846986,0
0.126,-1.8902025785350403,0
0.128,-2.416815437817204,0
0.13,-1.904256647975401,0
0.132,-0.8643112233520709,0
0.134,3.3604192615429955,0
0.136,2.551441119568581,0
0.138,-11.560079533591894,0
0.14,-4.754757562498694,0
0.142,0.6906823817028934,0
0.144,-5.038113350263335,0
0.146,6.579011113582958,0
0.148,0.4202799218519906,0
0.15,-2.9915200389617174,0
0.152,-0.48000261107654574,0
0.154,-0.31507187978509316,0
0.156,-2.4291949530722117,0
0.158,0.1245829754882809,0
0.16,2.925606064359906,0
0.162,-3.080071675672053,0
0.164,4.687167179799367,0
0.166,3.4997757157622607,0
0.168,-3.4967463008088364,0
0.17,-2.2279980896566167,0
0.172,-7.694769850024211,0
0.174,-1.6845668656052402,0
0.176,4.055289411619914,0
0.178,3.090090846347336,0
0.18,3.232191813834386,0
0.182,5.379812119609811,0
0.184,-0.4956615595446606,0
0.186,6.076275459935461,0
0.188,-3.4376646444779313,0
0.19,0.2543689952021658,0
0.192,0.1396560217024802,0
0.194,15.207530514296169,0
0.196,-4.250559823065374,0
0.198,-7.320828595145753,0
0.2,-9.169906649199639,0
0.202,0.8408574325446917,0
0.204,5.143894372559695,0
0.206,4.3671595289057,0
0.208,3.129310046803087,0
0.21,-4.214957297277368,0
0.212,-6.517823731263852,0
0.214,7.047081778484307,0
0.216,-2.98706993420367,0
0.218,-1.5479495779592707,0
0.22,3.406764502424804,0
0.222,-4.887791289815091,0
0.224,-7.673655965749015,0
0.226,6.217807756220405,0
0.228,-0.4540800890046995,0
0.23,-2.2890465835072518,0
0.232,1.531959574259091,0
0.234,6.928232697575927,0
0.236,-0.9253155378440852,0
0.238,0.7841903065865558,0
0.24,5.288548201099558,0
0.242,-6.235441182266211,0
0.244,-0.004528638950752421,0
0.246,3.021614514870099,0
0.248,-9.52385338675236,0
0.25,-3.253809916559259,0
0.252,-3.1971832030610776,0
0.254,8.689865537895752,0
0.256,-1.6003069561093017,0
0.258,-6.04668737355616,0
0.26,-4.555784149904867,0
0.262,2.5820829717282185,0
0.264,-4.0354711359847535,0
0.266,4.229572125348601,0
0.268,6.848884810717603,0
0.27,-0.5002143126154702,0
0.272,-1.1039858102746085,0
0.274,-3.344236298286529,0
0.276,-1.5656873189065346,0
0.278,-2.117890049000077,0
0.28,-2.705535377432417,0
0.282,-6.671862170186699,0
0.284,1.075752329166483,0
0.286,-2.2094158328454356,0
0.288,-0.14593839959042093,0
0.29,-0.22774707713369474,0
0.292,1.0097422756057577,0
0.294,-1.606702804345492,0
0.296,3.39245775233083,0
0.298,2.155480690503708,0
0.3,-4.763769552095231,0
0.302,0.5610881778566323,0
0.304,3.4470924857168104,0
0.306,0.8668860227557268,0
0.308,10.264230133570342,0
0.31,-10.89089383183996,0
0.312,-3.0529861068051876,0
0.314,-7.074337615646849,0
0.316,3.470904940593196,0
0.318,-5.149976848905443,0
0.32,3.1570308264210603,0
0.322,-4.3669218922294775,0
0.324,-0.12545024044103512,0
0.326,-6.4569897713380335,0
0.328,-13.316000772727467,0
0.33,3.745223323129812,0
0.332,4.970185267168227,0
0.334,4.317935593179334,0
0.336,-5.664598441383508,0
0.338,-14.23539433031846,0
0.34,0.8407789100461174,0
0.342,0.4492439866970356,0
0.344,-7.206022207144707,0
0.346,-8.131122309073161,0
0.348,1.3806623040291677,0
0.35,-7.646410032124536,0
0.352,4.574474001906274,0
0.354,0.7907936053026996,0
0.356,-4.8599178033299575,0
0.358,0.9323845890878351,0
0.36,-3.2133514176129396,0
0.362,-1.1932132476190944,0
0.364,2.663813716469919,0
0.366,2.2956814311415235,0
0.368,-4.706082824136165,0
0.37,3.924363601150259,0
0.372,-1.7699522841070578,0
0.374,-0.2795860328516637,0
0.376,-2.630833692555691,0
0.378,-5.397564843092132,0
0.38,5.088026228688291,0
0.382,-2.204474474471601,0
0.384,0.3639284466362813,0
0.386,1.0605200617175583,0
0.388,-5.640537702561054,0
0.39,3.7026861642605082,0
0.392,1.2840401395688525,0
0.394,-4.054425178145641,0
0.396,4.616314048881556,0
0.398,-1.4817175460804077,0
0.4,6.097581022291992,0
0.402,7.81489382134329,0
0.404,-6.3433048745872505,0
0.406,-3.7537193405190328,0
0.408,-1.0648859083300164,0
0.41,8.779739347300957,0
0.412,-3.5896740652032517,0
0.414,-1.587844082571316,0
0.416,-5.935269336685277,0
0.418,-0.4197310862863113,0
0.42,-5.647037745861674,0
0.422,2.7898873438638483,0
0.424,1.349025360030605,0
0.426,-7.393420272276342,0
0.428,1.471063779510236,0
0.43,0.31400774593773917,0
0.432,-8.21306680366681,0
0.434,-0.7016115350561463,0
0.436,-0.9871815271658506,0
0.438,8.776527466069595,0
0.44,-0.18673817874867907,0
0.442,1.750806312462858,0
0.444,-2.776224511491703,0
0.446,1.0356755610428772,0
0.448,-0.3216735644642657,0
0.45,2.3896375300356714,0
0.452,-9.49106147869571,0
0.454,3.390141095344053,0
0.456,-0.3252357592515142,0
0.458,2.9357906951311956,0
0.46,8.16142194168041,0
0.462,5.603796908703627,0
0.464,0.057843090917804055,0
0.466,-10.545098190971544,0
0.468,1.0329130858600446,0
0.47,3.2985317764556292,0
0.472,0.5644952630552494,0
0.474,5.795043249342945,0
0.476,-5.646811883359829,0
0.478,-5.326010889638582,0
0.48,-2.8827308553580706,0
0.482,-3.9110933031931143,0
0.484,1.492967025467119,0
0.486,-4.068634846960794,0
0.488,3.3171875008994305,0
0.49,-5.2675314127501585,0
0.492,-1.4339863668468156,0
0.494,-6.756465347951925,0
0.496,-6.544669949168273,0
0.498,-7.935062022231037,0
0.5,-7.138055064208294,0
0.502,0.9216285883577293,0
0.504,-5.905555229066332,0
0.506,6.223597579098069,0
0.508,-3.269843885896181,0
0.51,7.041513823841148,0
0.512,1.3259068862659293,0
0.514,1.207831943207447,0
0.516,-1.437155656915616,0
0.518,-0.19465599086397006,0
0.52,-6.635613237800775,0
0.522,-2.036834326263162,0
0.524,-0.5238838859182817,0
0.526,1.10128260633255,0
0.528,-3.1824969600338706,0
0.53,3.9258618666643548,0
0.532,-0.5582764225274935,0
0.534,-3.4449366066684197,0
0.536,13.144458525941296,0
0.538,-4.221157268721178,0
0.54,0.0004769795473961303,0
0.542,3.2476503725892463,0
0.544,-5.372188592615484,0
0.546,-2.5843774908951356,0
0.548,-3.227635149410527,0
0.55,0.6848777702584481,0
0.552,3.5650059404901295,0
0.554,-7.568364278034697,0
0.556,6.350029651826594,0
0.558,4.5375801164124,0
0.56,3.85441264168445,0
0.562,6.260574108190121,0
0.564,-2.1274205802266817,0
0.566,-5.024131841735803,0
0.568,-6.176030492119357,0
0.57,10.148940147505382,0
0.572,0.22166692552368916,0
0.574,15.423145600108759,0
0.576,9.126709968306791,0
0.578,-2.983759411621514,0
0.58,-1.6657857282485045,0
0.582,-3.0165081314182234,0
0.584,-0.46354220714250716,0
0.586,-1.2873388866535806,0
0.588,-13.785197131427225,0
0.59,3.3622384109566568,0
0.592,7.222194374773273,0
0.594,-0.9370866044678712,0
0.596,-1.2200118757703027,0
0.598,-4.3666474255046435,0
0.6,1.6668025893892693,0
0.602,-6.461533918304844,0
0.604,9.813326923679472,0
0.606,3.9034189163231927,0
0.608,7.696728633922013,0
0.61,5.042495962011655,0
0.612,2.1345093364823238,0
0.614,-8.30582339982422,0
0.616,-0.7988353810156407,0
0.618,-4.176338453652886,0
0.62,0.32030532439588816,0
0.622,-7.208908097496528,0
0.624,15.379285186945115,0
0.626,1.5632082131841267,0
0.628,2.5138085776347867,0
0.63,1.26077298228915,0
0.632,-5.8452913048701625,0
0.634,1.3350522170908867,0
0.636,-5.1143092132994745,0
0.638,-6.56797210361878,0
0.64,6.282307725072153,0
0.642,0.4397327480321667,0
0.644,3.6139147724228886,0
0.646,0.28352287702491746,0
0.648,-0.33300456266555595,0
0.65,-3.8758397533088034,0
0.652,-5.622768114751283,0
0.654,-1.0489385987130218,0
0.656,-9.729549434165554,0
0.658,-0.3231626466193126,0
0.66,-1.8273013986392572,0
0.662,2.53328475487986,0
0.664,-2.48833247361876,0
0.666,3.1234211137795636,0
0.668,-6.806494156218425,0
0.67,10.842335929555304,0
0.672,8.948705842524182,0
0.674,2.5708335632263073,0
0.676,-6.089022676619989,0
0.678,-6.378831149321918,0
0.68,-2.9514454373088315,0
0.682,0.2794373589164684,0
0.684,4.707457083707979,0
0.686,5.457713312428667,0
0.688,2.782841245966519,0
0.69,-11.771230893954405,0
0.692,1.0834994354166207,0
0.694,1.1980367582559341,0
0.696,-1.2234413003986657,0
0.698,-3.692187337253526,0
0.7,0.423691062436437,0
0.702,-10.294932453576422,0
0.704,0.1301234629543031,0
0.706,-2.4683910295598617,0
0.708,-3.5120033763005902,0
0.71,3.6109646479307242,0
0.712,2.3943004335040583,0
0.714,4.864035582086542,0
0.716,5.236401821566432,0
0.718,-7.294512078180534,0
0.72,-0.1132699651419783,0
0.722,-4.650854947870188,0
0.724,-5.846443018383405,0
0.726,8.563621712019735,0
0.728,6.500136706352357,0
0.73,-4.078876470882513,0
0.732,-2.3596332834883214,0
0.734,-11.125410911394184,0
0.736,-5.744982275636728,0
0.738,-1.257090710062696,0
0.74,-1.1233661699120072,0
0.742,-3.5803649039080327,0
0.744,3.462685732438296,0
0.746,-1.1694370058901353,0
0.748,10.312061076850725,0
0.75,2.1476445222578917,0
0.752,-1.0023079703150373,0
0.754,-2.2749558288929617,0
0.756,9.369113935198484,0
0.758,-0.8586064506500114,0
0.76,1.705868732837672,0
0.762,-5.502283012164725,0
0.764,0.6610366218256208,0
0.766,2.420509722329029,0
0.768,-1.6686702111889462,0
0.77,-0.794803721024283,0
0.772,-4.656140313257125,0
0.774,1.0052000560217556,0
0.776,-8.661703870518076,0
0.778,4.386033488821216,0
0.78,-3.257486679162816,0
0.782,-0.09214492798796188,0
0.784,0.7007200039480287,0
0.786,-3.589696979027455,0
0.788,3.1333453972458076,0
0.79,5.156350824740381,0
0.792,-4.351629112812106,0
0.794,14.305184084579833,0
0.796,5.431262608285108,0
0.798,-3.631895799167964,0
0.8,-3.761113146572886,0
0.802,10.589478167785733,0
0.804,2.9721555170869336,0
0.806,5.932450479231335,0
0.808,7.361867699661957,0
0.81,-2.739470440897481,0
0.812,-3.255801604944439,0
0.814,-4.205311748962177,0
0.816,-5.331076424537083,0
0.818,-5.46098923346495,0
0.82,-8.697740897937042,0
0.822,2.0729006905820517,0
0.824,-7.376047404622711,0
0.826,-2.788290849898712,0
0.828,-1.4465533125315193,0
0.83,-8.068561149209616,0
0.832,0.9899822816433483,0
0.834,-7.427883591962052,0
0.836,-6.041564046759958,0
0.838,12.402227449339343,0
0.84,-10.743581561316656,0
0.842,11.984067967872296,0
0.844,2.52511389728741,0
0.846,-10.323925957747619,0
0.848,8.128627965221447,0
0.85,8.939604071753292,0
0.852,0.5709945683069533,0
0.854,2.1946834267684783,0
0.856,-7.832432931755037,0
0.858,0.11562018335638567,0
0.86,4.733163370057333,0
0.862,-4.838255153664029,0
0.864,3.0793996816931943,0
0.866,12.001818485708228,0
0.868,6.408536142301428,0
0.87,-1.6464722342203022,0
0.872,2.566712001055896,0
0.874,6.256329247922068,0
0.876,5.68136754694658,0
0.878,-5.246657335971379,0
0.88,2.9575042378913845,0
0.882,4.263071274506081,0
0.884,-5.998799493791911,0
0.886,-0.29755348896331113,0
0.888,-2.71767789882093,0
0.89,-1.2749881875728923,0
0.892,6.774762263334752,0
0.894,2.5561510674668373,0
0.896,-1.51850884685077,0
0.898,-5.355539322272545,0
0.9,-0.024119165039790183,0
0.902,4.250373474191867,0
0.904,0.420404665298797,0
0.906,-11.047619448195368,0
0.908,1.9563784306455385,0
0.91,-8.024349433016638,0
0.912,-4.593134048031651,0
0.914,3.8682333234945308,0
0.916,0.36059444816762837,0
0.918,1.4320100756758183,0
0.92,1.6511000528977804,0
0.922,-1.082754679348121,0
0.924,-3.285864775783093,0
0.926,2.801297108140478,0
0.928,9.438907731564395,0
0.93,0.08825475019925423,0
0.932,4.946459808963517,0
0.934,2.501533305724142,0
0.936,5.9556395803748625,0
0.938,-4.931163960209753,0
0.94,1.4492362849504932,0
0.942,3.264444328087833,0
0.944,1.1222547632181559,0
0.946,-2.1385282926797804,0
0.948,0.6229466403695108,0
0.95,-7.0571425430773544,0
0.952,2.6958502208891972,0
0.954,2.202962183338491,0
0.956,0.5423930148111297,0
0.958,4.435474029296815,0
0.96,-9.564145733218252,0
0.962,3.1458206005777036,0
0.964,-2.576595596812799,0
0.966,5.264969558797623,0
0.968,1.9908858165624241,0
0.97,-5.192212362273036,0
0.972,13.087189992269867,0
0.974,2.6498528167428335,0
0.976,-7.3046150754261845,0
0.978,1.1576694383575599,0
0.98,-4.751130949586076,0
0.982,6.6427286346899646,0
0.984,-2.225909087999088,0
0.986,8.437762642391816,0
0.988,1.6994050408789647,0
0.99,7.017784334981906,0
0.992,8.537055822971029,0
0.994,-3.2249684621928085,0
0.996,0.4504123187324028,0
0.998,-1.3655142638656121,0
1.0,2.5152386919676304,1
1.002,0.7124743494712722,0
1.004,-3.059414590801564,0
1.006,0.9474045714213521,0
1.008,-2.6913511470842564,0
1.01,1.8366935426012618,0
1.012,-4.242595295714855,0
1.014,-3.080397377602474,0
1.016,5.897887944378357,0
1.018,1.124287077329899,0
1.02,4.877381086373758,0
1.022,-5.058199321118458,0
1.024,5.807139929832699,0
1.026,4.505343265095465,0
1.028,-3.563820854905725,0
1.03,-5.1290622067372995,0
1.032,3.008245423446029,0
1.034,-0.7238545380202611,0
1.036,-7.15804244775728,0
1.038,-1.3111681431739195,0
1.04,2.889284219581638,0
1.042,3.086115743923109,0
1.044,1.304662540981959,0
1.046,-0.708189264307089,0
1.048,-13.983351035966797,0
1.05,13.280312176573759,0
1.052,-7.246759160713247,0
1.054,-0.4431262164463095,0
1.056,-4.498961049571422,0
1.058,10.425862541245001,0
1.06,-3.7528028815926446,0
1.062,-1.1165514314894984,0
1.064,-0.2708221234914905,0
1.066,5.614905539766237,0
1.068,-2.8115569542960124,0
1.07,-3.1431843960530883,0
1.072,-3.1405798202959674,0
1.074,-4.370191895778319,0
1.076,-5.825898976544401,0
1.078,-5.536257764640695,0
1.08,-0.3575567738726404,0
1.082,-5.167029508392478,0
1.084,-8.191083513498166,0
1.086,-11.547220754010425,0
1.088,-2.9387418713139946,0
1.09,-0.7863421261509944,0
1.092,-1.2802243713535906,0
1.094,-3.7416471645700122,0
1.096,-8.987011367967742,0
1.098,-16.455912877522813,0
1.1,-13.230631581914833,0
1.102,-2.765917657796573,0
1.104,-18.17118981709918,0
1.106,-2.218747696014174,0
1.108,-1.9541236585260866,0
1.11,-10.802637853984159,0
1.112,9.015431045355317,0
1.114,-11.572258860053687,0
1.116,4.646133022529269,0
1.118,4.527434360908272,0
1.12,-4.937279621931145,0
1.122,-5.155508596688155,0
1.124,-4.767116197295072,0
1.126,2.4857546178905303,0
1.128,-8.726649606063386,0
1.13,1.371818534280422,0
1.132,3.1589200153448873,0
1.134,3.517165116172251,0
1.136,-5.375364240191667,0
1.138,7.024738456223265,0
1.14,-5.01932207170683,0
1.142,-1.8175800623412568,0
1.144,2.5198912489504326,0
1.146,-0.189189898523898,0
1.148,6.457844987479929,0
1.15,4.484505328531246,0
1.152,2.671163853164482,0
1.154,7.158732998163355,0
1.156,4.484183945903313,0
1.158,2.1838764213570823,0
1.16,6.75620417026592,0
1.162,-7.44136247892224,0
1.164,6.5976691987069,0
1.166,3.930627615824418,0
1.168,4.607010801065911,0
1.17,8.654047662624683,0
1.172,-0.40357252441212355,0
1.174,5.420922378493119,0
1.176,5.979536728087581,0
1.178,14.341509973183026,0
1.18,1.8949306286192065,0
1.182,8.202280994829906,0
1.184,3.1082318064174004,0
1.186,7.962492781665198,0
1.188,7.3370883456537,0
1.19,-0.35548391027929505,0
1.192,0.7835909629718918,0
1.194,11.088252275876151,0
1.196,5.562263364394023,0
1.198,11.067608377659727,0
1.2,5.554165045892649,0
1.202,0.7335671160441422,0
1.204,4.781058881791004,0
1.206,14.259394557709458,0
1.208,2.9451388373403424,0
1.21,15.65772158703835,0
1.212,6.107495149905526,0
1.214,9.23869095711034,0
1.216,1.0211966865968884,0
1.218,4.280902681142135,0
1.22,1.3568145207167381,0
1.222,4.255401257649138,0
1.224,0.8806141848471958,0
1.226,1.8541345949027717,0
1.228,7.699546668904208,0
1.23,6.341503395167277,0
1.232,5.988989633077748,0
1.234,6.291424606080149,0
1.236,-0.6179049688772604,0
1.238,1.9458965000925232,0
1.24,13.782551945525196,0
1.242,6.249241315999841,0
1.244,6.269447098020201,0
1.246,11.115282950695748,0
1.248,12.72002351911236,0
1.25,11.823906098660428,0
1.252,4.33391115287994,0
1.254,16.592668870065857,0
1.256,4.294135543405249,0
1.258,5.105511741054083,0
1.26,6.25206914654968,0
1.262,13.470821475559966,0
1.264,4.348827954065599,0
1.266,-0.7263237779932492,0
1.268,2.4666495927009584,0
1.27,-0.8569988319163646,0
1.272,0.3691396006023915,0
1.274,5.838324148293803,0
1.276,-4.190501347578873,0
1.278,-4.795279805061336,0
1.28,7.823013595317411,0
1.282,3.3857842105787928,0
1.284,-6.115088084302835,0
1.286,7.2048427548712635,0
1.288,7.8393245778565,0
1.29,5.751528939339044,0
1.292,-0.32597782980546386,0
1.294,-1.6490255301863919,0
1.296,6.887908125565875,0
1.298,7.366273336171701,0
1.3,2.5921442954765483,0
1.302,-0.20003138864455616,0
1.304,-4.435790467376221,0
1.306,0.34503623308541853,0
1.308,4.204701485151505,0
1.31,7.386419733674814,0
1.312,5.4578104715532865,0
1.314,-2.0334092336850618,0
1.316,-12.98222229744419,0
1.318,6.765205864828176,0
1.32,4.099244081374955,0
1.322,3.866629227117959,0
1.324,10.345348442810334,0
1.326,4.7125476410047975,0
1.328,1.4307296915927628,0
1.33,-9.280580534212087,0
1.332,-0.2436258697247633,0
1.334,4.4238635838384965,0
1.336,2.618495965108848,0
1.338,2.088743525285133,0
1.34,2.982174298665793,0
1.342,1.680006174668698,0
1.344,-3.612581188312027,0
1.346,-0.2626468942714081,0
1.348,5.390764409960389,0
1.35,4.743242794845284,0
1.352,4.061329868869609,0
1.354,-5.440003067095051,0
1.356,0.8467887846308655,0
1.358,-0.7304847677674,0
1.36,4.632243068247691,0
1.362,-4.948906705699364,0
1.364,-0.6182793971633277,0
1.366,4.703200939939581,0
1.368,4.193716408796918,0
1.37,-4.966745898856108,0
1.372,-2.797024513876914,0
1.374,1.1192063071636598,0
1.376,4.243873722200808,0
1.378,9.439531566301465,0
1.38,0.7124596273966423,0
1.382,7.037786774108977,0
1.384,-0.7921559044147981,0
1.386,-2.691548677830715,0
1.388,3.9311322782269165,0
1.39,2.048509548810061,0
1.392,-7.042651184043849,0
1.394,-5.939759008258052,0
1.396,-3.650614054961363,0
1.398,-1.4729941017503063,0
1.4,-10.699867209715556,0
1.402,0.321138113030568,0
1.404,4.068438290985763,0
1.406,8.644561855408945,0
1.408,-1.3765566068875426,0
1.41,-1.4681571676392338,0
1.412,7.9024745796550775,0
1.414,-4.355228875714407,0
